Place_Id,Place_Name,Description,Category,City,Price,Rating,Time_Minutes,Coordinate,Lat,Long,Column1,_1,Rating_Count,combined_text,clean_text
302,Masjid Pusdai,"Masjid PUSDAI (pusat dakwah islam) dibangun dalam arsitektur asli di Indonesia, dengan bentuk bentuk yang khas atap Limas. Aplikasikan pada semua atap bangunannya dengan dipadu berbagia gaya arsitektur masjid masjid di seluruh penjuru dunia Islam. Uniknya daripada yang lain, ternyata ada pada bagian kubah (atap masjid) yang terbuat dari sebuah kayu. Sebagian ornamen pada masjid ini, terbuat dari kayu dan terkesan alami dan begitu kuat. Batu marmer juga ikut mendominasi bangunan masjid dengan beberapa hiasan bermotif etnis dalam pola kaligrafinya yang terdapat di bangunan masjid PUSDAI.",Tempat Ibadah,Bandung,0,47,,"{'lat': -6.9000672, 'lng': 107.62587}",-69000672,10762587,,302,24,"Masjid Pusdai Masjid PUSDAI (pusat dakwah islam) dibangun dalam arsitektur asli di Indonesia, dengan bentuk bentuk yang khas atap Limas. Aplikasikan pada semua atap bangunannya dengan dipadu berbagia gaya arsitektur masjid masjid di seluruh penjuru dunia Islam. Uniknya daripada yang lain, ternyata ada pada bagian kubah (atap masjid) yang terbuat dari sebuah kayu. Sebagian ornamen pada masjid ini, terbuat dari kayu dan terkesan alami dan begitu kuat. Batu marmer juga ikut mendominasi bangunan masjid dengan beberapa hiasan bermotif etnis dalam pola kaligrafinya yang terdapat di bangunan masjid PUSDAI. Tempat Ibadah Bandung",masjid pusdai masjid pusdai pusat dakwah islam bangun arsitektur asli indonesia bentuk bentuk khas atap limas aplikasi semua atap bangun padu berbagia gaya arsitektur masjid masjid seluruh penjuru dunia islam unik nyata bagi kubah atap masjid buat buah kayu bagi ornamen pada masjid buat kayu kes alami begitu kuat batu marmer ikut dominasi bangun masjid beberapa hias motif etnis pola kaligrafi yang dapat bangun masjid pusdai tempat ibadah bandung
303,Masjid Al-Imtizaj,"Masjid Al Imtizaj adalah salah satu masjid yang bernuansa oriental dan arsitektur bercorak negeri tirai bambu yang berada di Kota Bandung. Letak masjid ini lebih tepatnya berada di Jalan Banceuy nomor 8, Kota Bandung, Jawa Barat.",Tempat Ibadah,Bandung,0,47,,"{'lat': -6.919424999999999, 'lng': 107.6078639}",-6919425,1076078639,,303,20,"Masjid Al-Imtizaj Masjid Al Imtizaj adalah salah satu masjid yang bernuansa oriental dan arsitektur bercorak negeri tirai bambu yang berada di Kota Bandung. Letak masjid ini lebih tepatnya berada di Jalan Banceuy nomor 8, Kota Bandung, Jawa Barat. Tempat Ibadah Bandung",masjid al imtizaj masjid al imtizaj salah satu masjid nuansa oriental arsitektur corak negeri tirai bambu ada kota bandung letak masjid lebih tepat ada jalan banceuy nomor kota bandung jawa barat tempat ibadah bandung
304,Situ Cileunca,"Situ Cileunca yang berlokasi di Warnasari, Pangalengan, Bandung, Jawa Barat adalah sebuah danau buatan dengan luas mencapai 1.400 hektar dengan latar belakang perbukitan dan pegunungan yang indah. Selain difungsikan sebagai objek wisata, Situ Cileunca juga berfungsi sebagai pembangkit listrik tenaga air (PLTA). Air yang berasal dari danau tersebut dialirkan melalui Sungai Palayangan. Sungai ini pula yang sering dijadikan sebagai arena ber-arung jeram. Kedalaman danau mencapai 17 meter, dan sebelum tahun 1918, ini merupakan hutan belantara yang kemudian diubah menjadi situ, yang berfungsi melayani kebutuhan air masyarakat.",Cagar Alam,Bandung,2500,44,,"{'lat': -7.192328099999997, 'lng': 107.5510012}",-71923281,1075510012,,304,19,"Situ Cileunca Situ Cileunca yang berlokasi di Warnasari, Pangalengan, Bandung, Jawa Barat adalah sebuah danau buatan dengan luas mencapai 1.400 hektar dengan latar belakang perbukitan dan pegunungan yang indah. Selain difungsikan sebagai objek wisata, Situ Cileunca juga berfungsi sebagai pembangkit listrik tenaga air (PLTA). Air yang berasal dari danau tersebut dialirkan melalui Sungai Palayangan. Sungai ini pula yang sering dijadikan sebagai arena ber-arung jeram. Kedalaman danau mencapai 17 meter, dan sebelum tahun 1918, ini merupakan hutan belantara yang kemudian diubah menjadi situ, yang berfungsi melayani kebutuhan air masyarakat. Cagar Alam Bandung",situ cileunca situ cileunca lokasi warnasari pangalengan bandung jawa barat buah danau buat luas capai hektar latar belakang bukit gunung indah fungsi objek wisata situ cileunca fungsi bangkit listrik tenaga air plta air asal danau sebut alir lalu sungai palayangan sungai pula sering jadi arena ber arung jeram dalam danau capai meter belum tahun rupa hutan belantara kemudian ubah jadi situ fungsi layan butuh air masyarakat cagar alam bandung
305,Sunrise Point Cukul,Sunrise Point Cukul merupakan salah satu tempat wisata populer bagi wisatawan untuk melihat matahari terbit di kawasan Bandung Selatan. Mereka bisa melihat sunrise dari ketinggian 1.600 meter di atas permukaan laut. Sunrise Point Cukul merupakan salah satu tempat wisata populer bagi wisatawan untuk melihat matahari terbit di kawasan Bandung Selatan. Mereka bisa melihat sunrise dari ketinggian 1.600 meter di atas permukaan laut.,Cagar Alam,Bandung,10000,46,,"{'lat': -7.233689000000002, 'lng': 107.5342933}",-7233689,1075342933,,305,16,Sunrise Point Cukul Sunrise Point Cukul merupakan salah satu tempat wisata populer bagi wisatawan untuk melihat matahari terbit di kawasan Bandung Selatan. Mereka bisa melihat sunrise dari ketinggian 1.600 meter di atas permukaan laut. Sunrise Point Cukul merupakan salah satu tempat wisata populer bagi wisatawan untuk melihat matahari terbit di kawasan Bandung Selatan. Mereka bisa melihat sunrise dari ketinggian 1.600 meter di atas permukaan laut. Cagar Alam Bandung,sunrise point cukul sunrise point cukul rupa salah satu tempat wisata populer wisatawan lihat matahari terbit kawasan bandung selatan bisa lihat sunrise tinggi meter atas muka laut sunrise point cukul rupa salah satu tempat wisata populer wisatawan lihat matahari terbit kawasan bandung selatan bisa lihat sunrise tinggi meter atas muka laut cagar alam bandung
306,Sungai Palayangan,"Sungai Palayangan terletak di Kawasan Objek Wisata Situ Cileunca Pangalengan Kab. Bandung, sekitar 45 Km atau kurang lebih 2 jam perjalanan dari pusat Kota Bandung. Adalah lokasi Arung Jeram yang paling Populer di Kawasan Bandung Selatan karena memiliki beberapa kelebihan dibandingkan dengan sungai-sungai yang lain.\nBerikut adalah kelebihan-kelebihan Arung Jeram di Sungai Palayangan :",Cagar Alam,Bandung,150000,46,,"{'lat': -7.1965023, 'lng': 107.5454594}",-71965023,1075454594,,306,19,"Sungai Palayangan Sungai Palayangan terletak di Kawasan Objek Wisata Situ Cileunca Pangalengan Kab. Bandung, sekitar 45 Km atau kurang lebih 2 jam perjalanan dari pusat Kota Bandung. Adalah lokasi Arung Jeram yang paling Populer di Kawasan Bandung Selatan karena memiliki beberapa kelebihan dibandingkan dengan sungai-sungai yang lain.\nBerikut adalah kelebihan-kelebihan Arung Jeram di Sungai Palayangan : Cagar Alam Bandung",sungai palayangan sungai palayangan letak kawasan objek wisata situ cileunca pangalengan kab bandung km kurang lebih jam jalan pusat kota bandung lokasi arung jeram paling populer kawasan bandung selatan milik beberapa lebih banding sungai sungai lain nberikut lebih lebih arung jeram sungai palayangan cagar alam bandung
307,Perkebunan Teh Malabar,"Salah satu perkebunan teh yang cukup terkenal di Jawa Barat adalah perkebunan teh Malabar yang dibangun pada masa penjajahan kolonial Belanda tahun 1896. Perkebunan ini masuk dalam wilayah kecamatan Pangalengan Kabupaten Bandung, kira-kira 45 km dari pusat Kota Bandung. Jika anda berkunjung ke daerah ini, maka mata akan akan dimanjakan dengan aktivitas penduduk setempat yang mayoritas penduduknya menjadi pemetik teh dan memelihara sapi perah. Jadi jangan heran apabila anda memasuki daerah ini, anda akan melihat penduduk yang sedang memetik di kebun teh dan memelihara sapi. Namun, untuk mencapai perkebunan Malabar yang ada di Pangalengan ini, anda harus menempuh perjalanan yang panjang dan berkelok-kelok membuat anda harus berhati-hati.",Cagar Alam,Bandung,5000,44,,"{'lat': -7.2274463, 'lng': 107.6050805}",-72274463,1076050805,,307,26,"Perkebunan Teh Malabar Salah satu perkebunan teh yang cukup terkenal di Jawa Barat adalah perkebunan teh Malabar yang dibangun pada masa penjajahan kolonial Belanda tahun 1896. Perkebunan ini masuk dalam wilayah kecamatan Pangalengan Kabupaten Bandung, kira-kira 45 km dari pusat Kota Bandung. Jika anda berkunjung ke daerah ini, maka mata akan akan dimanjakan dengan aktivitas penduduk setempat yang mayoritas penduduknya menjadi pemetik teh dan memelihara sapi perah. Jadi jangan heran apabila anda memasuki daerah ini, anda akan melihat penduduk yang sedang memetik di kebun teh dan memelihara sapi. Namun, untuk mencapai perkebunan Malabar yang ada di Pangalengan ini, anda harus menempuh perjalanan yang panjang dan berkelok-kelok membuat anda harus berhati-hati. Cagar Alam Bandung",kebun teh malabar salah satu kebun teh cukup kenal jawa barat kebun teh malabar bangun masa jajah kolonial belanda tahun kebun masuk wilayah camat pangalengan kabupaten bandung kira kira km pusat kota bandung kunjung daerah maka mata manja aktivitas duduk tempat mayoritas duduk jadi petik teh pelihara sapi perah jadi jangan heran apabila pasuk daerah anda akan lihat duduk sedang petik kebun teh pelihara sapi untuk capai kebun malabar ada pangalengan anda tempuh jalan panjang kelok kelok buat anda harus hati hati cagar alam bandung
308,Pemandian Air Panas Ciater,"Di Subang, terdapat kawasan pemandian Air Panas Ciater yang sering menjadi incaran wisatawan. Kawasan wisata yang buka 24 jam ini memiliki suhu air sekitar 43-46 derajat celcius. Sangat cocok untuk menyegarkan badan wisatawan. Terdapat berbagai kolam pemandian air panas di sini. Baik untuk dewasa maupun anak-anak. Untuk suhu air pada kolam anak terbatas hanya mencapai 39 derajat Celcius sedangkan kolam dewasa bisa mencapai 46 derajat Celcius.",Cagar Alam,Bandung,15000,43,,"{'lat': -6.738085299999999, 'lng': 107.6566092}",-67380853,1076566092,,308,20,"Pemandian Air Panas Ciater Di Subang, terdapat kawasan pemandian Air Panas Ciater yang sering menjadi incaran wisatawan. Kawasan wisata yang buka 24 jam ini memiliki suhu air sekitar 43-46 derajat celcius. Sangat cocok untuk menyegarkan badan wisatawan. Terdapat berbagai kolam pemandian air panas di sini. Baik untuk dewasa maupun anak-anak. Untuk suhu air pada kolam anak terbatas hanya mencapai 39 derajat Celcius sedangkan kolam dewasa bisa mencapai 46 derajat Celcius. Cagar Alam Bandung",mandi air panas ciater subang dapat kawasan mandi air panas ciater sering jadi incar wisatawan kawasan wisata buka jam milik suhu air derajat celcius sangat cocok segar badan wisatawan dapat bagai kolam mandi air panas sini baik dewasa maupun anak anak suhu air kolam anak batas capai derajat celcius kolam dewasa capai derajat celcius cagar alam bandung
309,Observatorium Bosscha,"Observatorium Bosscha merupakan salah satu tempat peneropongan bintang tertua di Indonesia. Observatorium Bosscha (dahulu bernama Bosscha Sterrenwacht) dibangun oleh Nederlandsch-Indische Sterrenkundige Vereeniging (NISV) atau Perhimpunan Bintang Hindia Belanda. Observatorium Bosscha berlokasi di Lembang, Jawa Barat, sekitar 15 km di bagian utara Kota Bandung dengan koordinat geografis 107° 36' Bujur Timur dan 6° 49' Lintang Selatan. Tempat ini berdiri di atas tanah seluas 6 hektare, dan berada pada ketinggian 1310 meter di atas permukaan laut atau pada ketinggian 630 m dari dataran tinggi Bandung. Kode observatorium Persatuan Astronomi Internasional untuk observatorium Bosscha adalah 299. Tahun 2004, Observatorium Bosscha dinyatakan sebagai Benda Cagar Budaya oleh Pemerintah. Karena itu keberadaan Observatorium Bosscha dilindungi oleh UU Nomor 2/1992 tentang Benda Cagar Budaya. Selanjutnya, tahun 2008, Pemerintah menetapkan Observatorium Bosscha sebagai salah satu Objek Vital nasional yang harus diamankan.",Cagar Alam,Bandung,25000,45,,"{'lat': -6.8246311, 'lng': 107.6171106}",-68246311,1076171106,,309,22,"Observatorium Bosscha Observatorium Bosscha merupakan salah satu tempat peneropongan bintang tertua di Indonesia. Observatorium Bosscha (dahulu bernama Bosscha Sterrenwacht) dibangun oleh Nederlandsch-Indische Sterrenkundige Vereeniging (NISV) atau Perhimpunan Bintang Hindia Belanda. Observatorium Bosscha berlokasi di Lembang, Jawa Barat, sekitar 15 km di bagian utara Kota Bandung dengan koordinat geografis 107° 36' Bujur Timur dan 6° 49' Lintang Selatan. Tempat ini berdiri di atas tanah seluas 6 hektare, dan berada pada ketinggian 1310 meter di atas permukaan laut atau pada ketinggian 630 m dari dataran tinggi Bandung. Kode observatorium Persatuan Astronomi Internasional untuk observatorium Bosscha adalah 299. Tahun 2004, Observatorium Bosscha dinyatakan sebagai Benda Cagar Budaya oleh Pemerintah. Karena itu keberadaan Observatorium Bosscha dilindungi oleh UU Nomor 2/1992 tentang Benda Cagar Budaya. Selanjutnya, tahun 2008, Pemerintah menetapkan Observatorium Bosscha sebagai salah satu Objek Vital nasional yang harus diamankan. Cagar Alam Bandung",observatorium bosscha observatorium bosscha rupa salah satu tempat teropong bintang tua indonesia observatorium bosscha nama bosscha sterrenwacht bangun nederlandsch indische sterrenkundige vereeniging nisv himpun bintang hindia belanda observatorium bosscha lokasi lembang jawa barat km bagi utara kota bandung koordinat geografis bujur timur lintang selatan tempat diri atas tanah luas hektare ada tinggi meter atas muka laut pada tinggi m datar tinggi bandung kode observatorium satu astronomi internasional observatorium bosscha tahun observatorium bosscha nyata benda cagar budaya perintah itu ada observatorium bosscha lindung uu nomor benda cagar budaya lanjut tahun perintah tetap observatorium bosscha salah satu objek vital nasional harus aman cagar alam bandung
310,Taman Bunga Cihideung,Taman Bunga Cihideung mempunyai pesona alam yang sederhana namun mampu menghasilkan landscape yang menyita perhatian. Pesona dari kebun / taman bunga ini padahal hanya sebatas tumbuhan sejenis bunga. Lalu ada pula beberapa daya tarik lain sehingga membuat destinasi wisata alam ini masuk ke dalam list wisata Bandung. Salah satunya yaitu area spot foto yang sangat kekinian dan instagramable yang menjadi incaran utama wisatawan remaja. Khususnya bagi para influencer yang sedang mencari latar sempurna untuk sebuah konten.,Cagar Alam,Bandung,0,41,45.0,"{'lat': -6.8038883, 'lng': 107.5866313}",-68038883,1075866313,,310,18,Taman Bunga Cihideung Taman Bunga Cihideung mempunyai pesona alam yang sederhana namun mampu menghasilkan landscape yang menyita perhatian. Pesona dari kebun / taman bunga ini padahal hanya sebatas tumbuhan sejenis bunga. Lalu ada pula beberapa daya tarik lain sehingga membuat destinasi wisata alam ini masuk ke dalam list wisata Bandung. Salah satunya yaitu area spot foto yang sangat kekinian dan instagramable yang menjadi incaran utama wisatawan remaja. Khususnya bagi para influencer yang sedang mencari latar sempurna untuk sebuah konten. Cagar Alam Bandung,taman bunga cihideung taman bunga cihideung punya pesona alam sederhana mampu hasil landscape sita perhati pesona kebun taman bunga padahal batas tumbuh jenis bunga lalu pula beberapa daya tarik sehingga buat destinasi wisata alam masuk dalam list wisata bandung salah satu area spot foto sangat kini instagramable jadi incar utama wisatawan remaja khusus para influencer sedang cari latar sempurna buah konten cagar alam bandung
311,The Lodge Maribaya,"The Lodge Maribaya adalah salah satu tempat wisata di Lembang yang menawarkan berbagai hal pada pengunjung. Disini kita bisa melakukan berbagai akitivitas seperti camping, trekking mengelilingi area hutan pinus yang indah, acara gathering dan team building, atau bahkan hanya sekedar refreshing menikmati kuliner. Terdapat juga berbagai wahana yang pastinya instagrammable banget. Di kelilingi oleh pegunungan dengan hutan pinus yang khas, udara dan suasana disini memang segar banget. Ingin mengadakan private gathering, atau bahkan acara pernikahan disini? bisa banget. Dengan backdrop pegunungan hijau yang indah, tentunya bakal membuat acara anda lebih berkesan.",Cagar Alam,Bandung,25000,43,150.0,"{'lat': -6.829411199999999, 'lng': 107.6874666}",-68294112,1076874666,,311,21,"The Lodge Maribaya The Lodge Maribaya adalah salah satu tempat wisata di Lembang yang menawarkan berbagai hal pada pengunjung. Disini kita bisa melakukan berbagai akitivitas seperti camping, trekking mengelilingi area hutan pinus yang indah, acara gathering dan team building, atau bahkan hanya sekedar refreshing menikmati kuliner. Terdapat juga berbagai wahana yang pastinya instagrammable banget. Di kelilingi oleh pegunungan dengan hutan pinus yang khas, udara dan suasana disini memang segar banget. Ingin mengadakan private gathering, atau bahkan acara pernikahan disini? bisa banget. Dengan backdrop pegunungan hijau yang indah, tentunya bakal membuat acara anda lebih berkesan. Cagar Alam Bandung",the lodge maribaya the lodge maribaya salah satu tempat wisata lembang tawar bagai pada unjung sini laku bagai akitivitas camping trekking keliling area hutan pinus indah acara gathering team building bahkan dar refreshing nikmat kuliner dapat bagai wahana pasti instagrammable banget keliling gunung hutan pinus khas udara suasana sini memang segar banget ada private gathering bahkan acara nikah sini bisa banget backdrop gunung hijau indah tentu bakal buat acara lebih kesan cagar alam bandung
312,Taman Hutan Raya Ir. H. Juanda,"Taman Hutan Raya Ir. H. Djuanda (Tahura Djuanda) merupakan kawasan konservasi yang terpadu antara alam sekunder dengan hutan tanaman dengan jenis Pinus (Pinus merkusil) yang terletak di Sub-Daerah Aliran Sungai Cikapundung dan DAS Citarum yang membentang mulai dari Curug Dago, Dago Pakar sampai Curug Maribaya yang merupakan bagian dari kelompok hutan Gunung Pulosari. Tahura Djuanda terletak di sebelah utara Kota Bandung berjarak kurang lebih 7 km dari pusat kota, secara geografis berada pada 1070 30’ BT dan 60 52’ LS, secara administrasi berada di wilayah Desa Ciburial, Kecamatan Cimenyan, Kabupaten Bandung dan sebagian masuk Desa Mekarwangi, Desa Cibodas, Desa Langensari, dan Desa Wangunharja, Kecamatan Lembang, Kabupaten Bandung Barat serta Kelurahan Dago, Kecamatan Coblong, Kota Bandung.",Cagar Alam,Bandung,11000,45,90.0,"{'lat': -6.8585841, 'lng': 107.6306089}",-68585841,1076306089,,312,25,"Taman Hutan Raya Ir. H. Juanda Taman Hutan Raya Ir. H. Djuanda (Tahura Djuanda) merupakan kawasan konservasi yang terpadu antara alam sekunder dengan hutan tanaman dengan jenis Pinus (Pinus merkusil) yang terletak di Sub-Daerah Aliran Sungai Cikapundung dan DAS Citarum yang membentang mulai dari Curug Dago, Dago Pakar sampai Curug Maribaya yang merupakan bagian dari kelompok hutan Gunung Pulosari. Tahura Djuanda terletak di sebelah utara Kota Bandung berjarak kurang lebih 7 km dari pusat kota, secara geografis berada pada 1070 30’ BT dan 60 52’ LS, secara administrasi berada di wilayah Desa Ciburial, Kecamatan Cimenyan, Kabupaten Bandung dan sebagian masuk Desa Mekarwangi, Desa Cibodas, Desa Langensari, dan Desa Wangunharja, Kecamatan Lembang, Kabupaten Bandung Barat serta Kelurahan Dago, Kecamatan Coblong, Kota Bandung. Cagar Alam Bandung",taman hutan raya ir h juanda taman hutan raya ir h djuanda tahura djuanda rupa kawasan konservasi padu alam sekunder hutan tanam jenis pinus pinus merkusil letak sub daerah alir sungai cikapundung das citarum bentang mulai curug dago dago pakar curug maribaya rupa bagi kelompok hutan gunung pulosari tahura djuanda letak belah utara kota bandung jarak kurang lebih km pusat kota geografis ada bt ls administrasi ada wilayah desa ciburial camat cimenyan kabupaten bandung bagi masuk desa mekarwangi desa cibodas desa langensari desa wangunharja camat lembang kabupaten bandung barat lurah dago camat coblong kota bandung cagar alam bandung
313,Taman Begonia,"Taman Begonia Bandung terletak pada ketinggian 1200 meter di atas laut. Selain balinea, ada beraneka jenis bunga lainnya seperti salvia, impatiens, geranium, dan celosia. Saking indahnya banyak orang yang menyebut setara dengan taman Himawari no Sato di Jepang. Bunga Balinea itu sendiri merupakan jenis bunga Begonia yang berasal dari Bali. Tanaman yang cocok ditanam di berbagai cuaca ini akan tumbuh di sepanjang musim. Bunga Balinea adalah tanaman yang sering ditanam di perkebunan dan pekarangan hotel serta taman kota Keistimewaan Taman Bunga Begonia bukan hanya dari keberadaan bunga dan tanaman yang ada, melainkan juga dari tatanan taman yang menarik. Warna-warni taman bunga juga dilengkapi dengan berbagai bentukan yang cocok untuk berfoto-foto. Bahkan memang banyak pengunjung yang datang ke sini hanya untuk mengabadikan keindahan tamannya. Selain itu, karena berada di dataran tinggi, para pengunjung pasti akan nyaman beraktivitas di sana dengan suhu yang sejuk dan menyegarkan.",Cagar Alam,Bandung,10000,44,90.0,"{'lat': -6.8260163, 'lng': 107.6383564}",-68260163,1076383564,,313,21,"Taman Begonia Taman Begonia Bandung terletak pada ketinggian 1200 meter di atas laut. Selain balinea, ada beraneka jenis bunga lainnya seperti salvia, impatiens, geranium, dan celosia. Saking indahnya banyak orang yang menyebut setara dengan taman Himawari no Sato di Jepang. Bunga Balinea itu sendiri merupakan jenis bunga Begonia yang berasal dari Bali. Tanaman yang cocok ditanam di berbagai cuaca ini akan tumbuh di sepanjang musim. Bunga Balinea adalah tanaman yang sering ditanam di perkebunan dan pekarangan hotel serta taman kota Keistimewaan Taman Bunga Begonia bukan hanya dari keberadaan bunga dan tanaman yang ada, melainkan juga dari tatanan taman yang menarik. Warna-warni taman bunga juga dilengkapi dengan berbagai bentukan yang cocok untuk berfoto-foto. Bahkan memang banyak pengunjung yang datang ke sini hanya untuk mengabadikan keindahan tamannya. Selain itu, karena berada di dataran tinggi, para pengunjung pasti akan nyaman beraktivitas di sana dengan suhu yang sejuk dan menyegarkan. Cagar Alam Bandung",taman begonia taman begonia bandung letak tinggi meter atas laut balinea aneka jenis bunga lain salvia impatiens geranium celosia saking indah banyak orang sebut tara taman himawari no sato jepang bunga balinea sendiri rupa jenis bunga begonia asal bal tanam cocok tanam bagai cuaca akan tumbuh panjang musim bunga balinea tanam sering tanam kebun pekarang hotel taman kota istimewa taman bunga begonia bukan ada bunga tanam ada dari tatanan taman tarik warna warni taman bunga juga lengkap bagai bentuk cocok foto foto bahkan memang banyak unjung datang sini untuk abadi indah taman itu ada datar tinggi unjung akan nyaman aktivitas sana suhu sejuk segar cagar alam bandung
314,Tafso Barn,"Nama Punclut mungkin sudah cukup akrab di telinga wisatawan. Kawasan dataran tinggi di Bandung yang belakangan populer sebagai destinasi wisata. Selain menawarkan pemandangan yang indah, kawasan ini juga memiliki banyak tempat wisata untuk rekreasi. Salah satunya adalah kawasan wisata sekaligus restoran Tafso dan Boda Barn atau sering dikenal juga dengan Tafso Barn. Tempat rekreasi ini memadukan tempat makan dengan nuansa taman dan gudang yang unik. Pemandangan perbukitan yang dipotong garis horison menjadi incaran utama pengunjung. Sangat tepat nongkrong dan bersantai ketika berlibur di Bandung.",Cagar Alam,Bandung,0,42,180.0,"{'lat': -6.8426446, 'lng': 107.6228408}",-68426446,1076228408,,314,24,"Tafso Barn Nama Punclut mungkin sudah cukup akrab di telinga wisatawan. Kawasan dataran tinggi di Bandung yang belakangan populer sebagai destinasi wisata. Selain menawarkan pemandangan yang indah, kawasan ini juga memiliki banyak tempat wisata untuk rekreasi. Salah satunya adalah kawasan wisata sekaligus restoran Tafso dan Boda Barn atau sering dikenal juga dengan Tafso Barn. Tempat rekreasi ini memadukan tempat makan dengan nuansa taman dan gudang yang unik. Pemandangan perbukitan yang dipotong garis horison menjadi incaran utama pengunjung. Sangat tepat nongkrong dan bersantai ketika berlibur di Bandung. Cagar Alam Bandung",tafso barn nama punclut mungkin cukup akrab telinga wisatawan kawasan datar tinggi bandung belakang populer destinasi wisata tawar pandang indah kawasan milik banyak tempat wisata rekreasi salah satu kawasan wisata sekaligus restoran tafso boda barn sering kenal juga tafso barn tempat rekreasi madu tempat makan dengan nuansa taman gudang unik pandang bukit potong garis horison jadi incar utama unjung sangat tepat nongkrong santa libur bandung cagar alam bandung
315,Curug Luhur Waterfall,"Sekitaran Bandung banyak sekali curug dari yang kekinian, terlupakan, kurang terdengar sampai baru dengar. Salah satunya adalah curug Luhur Cibodas di daerah Maribaya Lembang di sekitar area ini ada 3 curug, penduduk lokal menyebutnya curug Cibodas pernah disebut juga curug Keraton .. tapi sekarang lebih dikenal curug Luhur, selain yang ini ada juga curug Lalay yang tidak terlalu tinggi dan satu lagi curug yang paling tinggi diarea sini yaitu curug Luhur .. posisinya lebih kedalam lagi sekitar 3 km dari pos masuk, masih jarang orang yang kesana_x000D_",Cagar Alam,Bandung,5000,42,,"{'lat': -6.8131767, 'lng': 107.7136367}",-68131767,1077136367,,315,26,"Curug Luhur Waterfall Sekitaran Bandung banyak sekali curug dari yang kekinian, terlupakan, kurang terdengar sampai baru dengar. Salah satunya adalah curug Luhur Cibodas di daerah Maribaya Lembang di sekitar area ini ada 3 curug, penduduk lokal menyebutnya curug Cibodas pernah disebut juga curug Keraton .. tapi sekarang lebih dikenal curug Luhur, selain yang ini ada juga curug Lalay yang tidak terlalu tinggi dan satu lagi curug yang paling tinggi diarea sini yaitu curug Luhur .. posisinya lebih kedalam lagi sekitar 3 km dari pos masuk, masih jarang orang yang kesana_x000D_ Cagar Alam Bandung",curug luhur waterfall sekitar bandung banyak sekali curug kini lupa kurang dengar baru dengar salah satu curug luhur cibodas daerah maribaya lembang sekitar area ada curug duduk lokal sebut curug cibodas pernah sebut curug keraton sekarang lebih kenal curug luhur ada curug lalay tidak terlalu tinggi satu curug yang paling tinggi area sini curug luhur posisi lebih dalam sekitar km pos masuk jarang orang yang kesana x d cagar alam bandung
316,Curug Malela,"Curug Malela adalah salah satu destinasi alam yang berupa air terjun. Curug ini memilliki keindahan yang luar biasa. Jadi tak heran banyak para pengunjung yang datang untuk mengunjungi curug ini. Para pengunjung yang datang tidak hanya dari dalam kota saja, namun juga dari luar kota seperti DKI jakarta, Jawa Tengah, Jawa Barat dan masih banyak lagi. Curug ini memiliki ketinggian yang cukup tinggi yaitu sekitar 60 sampai 70 meter. Namun curug ini memiliki lebar yang cukup sempit yaitu sekitar 50 meter saja. Curug yang menjulang tinggi ini memiliki air yang sangat deras dan dingin. Jadi jika kamu berdiri di dekat air terjun ini siap siap pakaianmu akan basah terkena cipratan air. Air terjun Malela tidak hanya terdiri dari satu pancuran air saja, namun terdiri dari beberapa pancuran air yang berdekatan. Karena curug ini memiliki pancuran air yang berjejeran seperti air terjun niagara yang ada di Amerika, banyak para pengunjung yang menyebutnya sebagai “Niagara nya Cianjur”._x000D_",Cagar Alam,Bandung,10000,44,,"{'lat': -7.0182386, 'lng': 107.2072145}",-70182386,1072072145,,316,21,"Curug Malela Curug Malela adalah salah satu destinasi alam yang berupa air terjun. Curug ini memilliki keindahan yang luar biasa. Jadi tak heran banyak para pengunjung yang datang untuk mengunjungi curug ini. Para pengunjung yang datang tidak hanya dari dalam kota saja, namun juga dari luar kota seperti DKI jakarta, Jawa Tengah, Jawa Barat dan masih banyak lagi. Curug ini memiliki ketinggian yang cukup tinggi yaitu sekitar 60 sampai 70 meter. Namun curug ini memiliki lebar yang cukup sempit yaitu sekitar 50 meter saja. Curug yang menjulang tinggi ini memiliki air yang sangat deras dan dingin. Jadi jika kamu berdiri di dekat air terjun ini siap siap pakaianmu akan basah terkena cipratan air. Air terjun Malela tidak hanya terdiri dari satu pancuran air saja, namun terdiri dari beberapa pancuran air yang berdekatan. Karena curug ini memiliki pancuran air yang berjejeran seperti air terjun niagara yang ada di Amerika, banyak para pengunjung yang menyebutnya sebagai “Niagara nya Cianjur”._x000D_ Cagar Alam Bandung",curug malela curug malela salah satu destinasi alam upa air terjun curug memilliki indah luar biasa jadi tak heran banyak unjung datang unjung curug unjung datang hanya dalam kota luar kota dki jakarta jawa tengah jawa barat masih banyak curug milik tinggi cukup tinggi sekitar meter namun curug milik lebar cukup sempit sekitar meter curug julang tinggi milik air sangat deras dingin jadi kamu diri dekat air terjun siap siap pakai basah kena ciprat air air terjun malela hanya diri satu pancur air namun diri dari beberapa pancur air dekat curug milik pancur air jejer air terjun niagara ada amerika banyak para unjung sebut niagara nya cianjur x d cagar alam bandung
